Label	logFC	FDR
 KIF20A 	0.5357258	9.87E-07
 KIF20B 	0.1703312	4.12E-05
 KIF21A 	0.1380878	1.24E-02
 KIF21B 	0.2420963	4.72E-04
 KIF22 	0.708283	1.12E-09
 KIF23 	0.7131068	7.86E-09
 KIF24 	0.0270195	4.61E-02
 KIF25 	-0.0106468	4.80E-01
 KIF26A 	0.0627895	3.41E-01
 KIF26B 	0.0660707	2.44E-02
 KIF27 	0.007418	7.24E-01
 KIF2A 	0.5418881	7.38E-07
 KIF2B 	-0.0592489	4.30E-03
 KIF2C 	0.646669	1.96E-07
 KIF3A 	0.1064839	3.05E-05
 KIF3B 	0.4104328	1.81E-07
 KIF3C 	0.0692356	7.64E-03
 KIF4A 	0.6978891	4.42E-07
 KIF5A 	-0.0315872	6.44E-04
 KIF5B 	0.874709	1.13E-07
 KIF5C 	-0.022369	2.00E-01
 KIF6 	-0.0129021	3.77E-02
 KIF7 	-0.0017627	9.51E-01
 KIF9 	0.076333	1.98E-04
 KIFAP3 	0.2465643	6.12E-03
 KIFC2 	-0.0068975	8.80E-01
 KIFC3 	-0.0021772	9.67E-01
 KIN 	0.4103604	7.33E-07
 KIR2DL1 	-0.1024319	1.47E-01
 KIR2DL2 	-0.0191898	5.79E-01
 KIR2DL5A 	-0.0114834	1.41E-01
 KIR3DL1 	-0.0741281	7.35E-02
 KIR3DX1 	-0.0282576	3.09E-03
 KIRREL 	0.3141767	6.03E-05
 KIRREL2 	-0.0642324	8.37E-06
 KIRREL3 	-0.0349604	1.44E-03
 KISS1 	-0.0647182	4.84E-02
 KISS1R 	0.0061749	8.97E-01
 KIT 	-0.7480054	6.26E-06
 KITLG 	0.0901916	5.02E-01
 KL 	-0.1101631	3.84E-03
 KLB 	-0.0168368	3.16E-01
 KLC1 	0.4039029	1.53E-07
 KLC2 	0.1318663	2.03E-03
 KLC3 	-0.055065	2.19E-02
 KLC4 	0.2522462	1.83E-01
 KLF1 	-0.1326639	9.20E-06
 KLF10 	0.288586	9.05E-04
 KLF11 	0.0349272	7.10E-01
 KLF12 	-0.1511724	3.07E-02
 KLF13 	0.2936436	4.75E-04
 KLF14 	-0.0836674	1.10E-03
 KLF15 	-0.3824013	4.66E-07
 KLF16 	0.5002742	1.43E-08
 KLF17 	-0.0352075	1.04E-02
 KLF2 	-0.445596	3.00E-05
 KLF3 	0.2610704	6.37E-02
 KLF4 	-0.5342604	3.43E-02
 KLF5 	0.4874928	5.90E-04
 KLF6 	0.0608041	6.96E-01
 KLF7 	0.043435	4.40E-01
 KLF8 	0.0084342	7.83E-01
 KLF9 	-0.4749289	2.50E-06
 KLHDC1 	-0.0902906	2.59E-05
 KLHDC10 	0.1494821	3.53E-01
 KLHDC2 	-0.2883778	7.83E-02
 KLHDC3 	0.5937516	7.69E-03
 KLHDC4 	0.095219	2.39E-02
 KLHDC5 	0.1178769	4.47E-02
 KLHDC7A 	-0.1277944	3.88E-05
 KLHDC7B 	-0.0486765	6.59E-02
 KLHDC8A 	-0.0945832	5.10E-05
 KLHDC8B 	0.1014767	2.84E-02
 KLHDC9 	0.0116873	6.92E-01
 KLHL1 	-0.0034441	5.67E-01
 KLHL10 	-0.0067297	4.14E-01
 KLHL11 	0.1585109	3.35E-04
 KLHL12 	0.2669616	1.07E-03
 KLHL13 	0.1213554	1.13E-01
 KLHL14 	-0.0667298	4.35E-05
 KLHL17 	-0.0346945	1.80E-01
 KLHL18 	0.207461	5.29E-08
 KLHL2 	0.0073957	8.92E-01
 KLHL20 	0.1245732	2.73E-04
 KLHL21 	0.1307238	4.78E-04
 KLHL22 	-0.0274112	4.04E-01
 KLHL23 	0.6579714	9.52E-10
 KLHL24 	0.1485678	2.20E-01
 KLHL25 	0.191014	6.78E-04
 KLHL26 	-0.014315	6.21E-01
 KLHL28 	0.1378024	6.66E-03
 KLHL29 	0.0357557	1.69E-02
 KLHL3 	-0.033124	3.14E-01
 KLHL30 	-0.0365163	3.53E-02
 KLHL31 	-0.0350429	8.82E-02
 KLHL32 	-0.011914	1.94E-01
 KLHL34 	-0.116088	6.28E-04
 KLHL35 	0.0229843	7.26E-01
 KLHL36 	0.0834552	5.95E-02
 KLHL4 	-0.0087897	1.30E-01
 KLHL5 	0.2519346	1.09E-02
 KLHL6 	-0.1913556	1.59E-01
 KLHL7 	0.081824	7.43E-04
 KLHL8 	0.1090542	6.70E-03
 KLHL9 	0.0525446	4.18E-01
 KLK1 	0.5273798	2.18E-02
 KLK10 	0.9634298	8.89E-04
 KLK11 	-1.0810274	8.59E-06
 KLK12 	-0.0334014	6.43E-01
 KLK13 	0.0233285	5.28E-01
 KLK14 	-0.046018	3.71E-03
 KLK15 	-0.0228736	1.42E-01
 KLK2 	-0.0166279	5.54E-02
 KLK3 	-0.0460108	1.15E-04
 KLK4 	-0.0138547	2.97E-01
 KLK5 	-0.0198994	3.91E-01
 KLK6 	0.6736251	2.17E-03
 KLK7 	0.5443895	2.59E-03
 KLK8 	0.5656382	6.24E-03
 KLK9 	-0.2336814	9.92E-05
 KLKB1 	-0.0062355	5.71E-01
 KLRAP1 	0.001497	9.03E-01
 KLRAQ1 	0.1991504	5.21E-06
 KLRB1 	-0.180256	2.25E-01
 KLRC1 	-0.0296175	4.47E-03
 KLRC3 	-0.0071902	6.51E-01
 KLRD1 	0.0263864	4.94E-01
 KLRF1 	-0.0292581	1.28E-02
 KLRG1 	0.0606646	2.56E-01
 KLRG2 	-0.0225915	4.83E-01
 KLRK1 	-0.0313394	5.78E-01
 KMO 	0.0131034	2.94E-01
 KNDC1 	-0.0354107	2.63E-02
 KNG1 	0.0469826	5.19E-01
 KNTC1 	0.4052493	2.43E-07
 KPNA1 	0.4795248	5.45E-09
 KPNA2 	0.0334046	8.73E-02
 KPNA3 	0.6926595	1.06E-07
 KPNA4 	0.7661989	3.85E-11
 KPNA5 	0.1038299	8.34E-03
 KPNA6 	0.3230444	8.08E-07
 KPNB1 	0.6401779	9.56E-09
 KPTN 	0.1237567	1.29E-02
 KRAS 	0.3164686	2.24E-02
 KRBA1 	-0.1040755	1.65E-04
 KRBA2 	-0.0057317	7.04E-01
 KRCC1 	0.1007447	2.69E-01
 KREMEN1 	-0.130391	1.02E-01
 KREMEN2 	-0.1085487	1.41E-03
 KRI1 	0.1796581	4.52E-05
 KRIT1 	0.1915908	2.53E-04
 KRR1 	0.3646192	1.13E-04
 KRT1 	0.00164	8.68E-01
 KRT10 	0.1383486	5.10E-01
 KRT12 	-0.0083543	6.34E-01
 KRT13 	-0.0074881	7.09E-01
 KRT14 	-0.3428048	4.15E-05
 KRT15 	0.1557837	6.62E-03
 KRT16 	0.2542098	3.65E-02
 KRT17 	0.4182734	6.61E-02
 KRT18 	0.4553564	3.86E-05
 KRT19 	0.6393336	1.63E-02
 KRT2 	-0.0274136	3.52E-02
 KRT20 	-0.9318571	7.72E-02
 KRT222 	0.0058974	8.06E-01
 KRT23 	0.5786673	3.12E-02
 KRT24 	0.0084074	6.02E-01
 KRT25 	-0.0075106	6.52E-01
 KRT26 	0.0103292	6.47E-01
 KRT27 	0.0158428	5.99E-01
 KRT28 	-0.0012715	9.40E-01
 KRT3 	-0.0063738	6.10E-01
 KRT31 	-0.0640576	3.85E-03
 KRT32 	-0.0148118	1.25E-01
 KRT33A 	-0.0991774	1.71E-01
 KRT33B 	-0.0352069	1.43E-01
 KRT34 	0.0012878	8.88E-01
 KRT35 	-0.0410179	6.92E-04
 KRT36 	-0.001933	8.64E-01
 KRT37 	-0.0869038	2.41E-03
 KRT38 	-0.0299591	9.25E-03
 KRT39 	0.0262119	4.42E-01
 KRT4 	-0.009569	6.46E-01
 KRT40 	0.103701	4.84E-01
 KRT5 	-0.0185222	4.71E-02
 KRT6A 	0.2199796	7.73E-02
 KRT6B 	0.3298144	5.99E-03
 KRT7 	1.2236528	4.20E-04
 KRT71 	-0.020891	2.89E-01
 KRT72 	-0.0220081	5.94E-02
 KRT73 	-0.0099192	3.81E-01
 KRT74 	-0.0334089	2.76E-03
 KRT75 	-0.0010488	9.36E-01
 KRT76 	-0.0140147	2.87E-01
 KRT77 	-0.0185613	2.00E-01
 KRT78 	-0.0350519	4.20E-03
 KRT79 	-0.0266446	8.61E-02
 KRT8 	0.5365626	7.77E-03
 KRT80 	0.1071343	4.07E-03
 KRT81 	0.0400722	1.31E-01
 KRT82 	-0.024445	2.00E-02
 KRT83 	-0.0093359	7.21E-01
 KRT84 	-0.0189636	1.52E-01
 KRT85 	-0.0256299	1.14E-02
 KRT86 	-0.1500735	1.78E-04
 KRT9 	-0.0255644	3.08E-02
 KRTAP10-1 	-0.4797515	9.55E-04
 KRTAP10-10 	-0.0020827	9.53E-01
 KRTAP10-12 	-0.220179	1.75E-05
 KRTAP10-5 	-0.0118049	8.01E-01
 KRTAP10-7 	-0.1316123	2.43E-02
 KRTAP10-8 	-0.1156607	2.13E-03
 KRTAP10-9 	-0.122053	1.30E-02
 KRTAP1-1 	-0.0391154	8.15E-02
 KRTAP11-1 	-0.0156166	1.42E-01
 KRTAP12-1 	-0.0472551	5.90E-02
 KRTAP12-2 	-0.0207536	8.47E-02
 KRTAP12-3 	-0.0686366	7.36E-03
 KRTAP12-4 	0.0009964	9.91E-01
 KRTAP13-1 	0.0101489	4.29E-01
 KRTAP13-2 	0.0074748	6.38E-01
 KRTAP13-3 	-0.0320666	1.64E-01
 KRTAP13-4 	-0.0167845	3.63E-01
 KRTAP1-5 	-0.0621788	1.59E-04
 KRTAP15-1 	0.0116758	5.97E-01
 KRTAP16-1 	-0.007283	7.55E-01
 KRTAP17-1 	-0.079398	9.92E-04
 KRTAP19-1 	-0.0374	8.42E-02
 KRTAP19-2 	-0.0107295	6.31E-01
 KRTAP19-3 	-0.0385928	4.35E-02
 KRTAP19-4 	-0.0116764	9.87E-02
 KRTAP19-5 	-0.0372182	3.93E-01
 KRTAP19-6 	-0.0036858	8.71E-01
 KRTAP19-7 	-0.0314824	4.38E-01
 KRTAP20-1 	-0.0284418	2.48E-01
 KRTAP20-4 	0.0403998	3.20E-01
 KRTAP21-1 	0.0279798	4.94E-01
 KRTAP21-2 	-0.0434237	2.83E-01
 KRTAP2-2 	0.00058	9.65E-01
 KRTAP23-1 	-0.00898	9.12E-01
 KRTAP2-4 	-0.0661578	5.83E-02
 KRTAP26-1 	-0.0082711	4.55E-01
 KRTAP3-1 	0.0048444	8.32E-01
 KRTAP3-2 	-0.0034907	8.39E-01
 KRTAP3-3 	-0.0015179	9.11E-01
 KRTAP4-1 	-0.0019939	9.32E-01
 KRTAP4-11 	0.0029721	8.97E-01
 KRTAP4-12 	0.0056234	7.66E-01
 KRTAP4-2 	-0.0185988	1.16E-01
 KRTAP4-5 	-0.0160306	4.91E-01
 KRTAP4-7 	-0.0321256	1.00E-01
 KRTAP5-1 	-0.2286798	1.27E-02
 KRTAP5-11 	0.0019874	9.15E-01
 KRTAP5-2 	0.1332913	4.08E-03
 KRTAP5-3 	-0.3299868	4.10E-05
 KRTAP5-4 	-0.0322077	2.12E-01
 KRTAP5-5 	0.0790675	9.92E-02
 KRTAP5-6 	-0.0278784	4.26E-01
 KRTAP5-9 	-0.0215991	3.66E-01
 KRTAP6-1 	-0.0868187	1.45E-01
 KRTAP6-2 	0.0155037	7.23E-01
 KRTAP6-3 	-0.0114689	8.18E-01
 KRTAP7-1 	-0.0415451	6.38E-03
 KRTAP8-1 	-0.0550238	4.43E-03
 KRTAP9-3 	0.0069968	6.42E-01
 KRTAP9-4 	0.0153553	3.43E-01
 KRTCAP2 	0.290426	3.21E-03
 KRTCAP3 	0.3070866	2.65E-02
 KRTDAP 	-0.0405374	1.41E-03
 KSR2 	-0.0228589	7.15E-02
 KTI12 	0.289142	1.01E-05
 KTN1 	0.4140451	9.31E-05
 KY 	-0.0283798	7.82E-03
 KYNU 	0.4173354	2.73E-02
 L1CAM 	-0.0033421	9.33E-01
 L1TD1 	-0.007975	3.93E-01
 L2HGDH 	0.0362046	1.42E-01
 L3MBTL1 	0.0113351	6.43E-01
 L3MBTL2 	0.0835836	1.29E-03
 L3MBTL3 	0.2509629	2.30E-04
 L3MBTL4 	-0.2862261	1.08E-07
 LACE1 	0.0833253	2.82E-02
 LACRT 	-0.0168198	1.15E-01
 LACTB 	0.2172611	1.26E-03
 LACTB2 	1.0603061	1.86E-07
 LAD1 	0.6886115	1.11E-08
 LAG3 	-0.0900952	1.74E-02
 LAGE3 	0.5356172	2.23E-06
 LAIR1 	0.5341023	6.54E-05
 LAIR2 	0.0625715	2.74E-02
 LALBA 	-0.0083465	2.43E-01
 LAMA1 	0.0685845	4.70E-01
 LAMA2 	-0.3429522	1.06E-02
 LAMA3 	0.098971	4.65E-01
 LAMA4 	0.6054864	8.16E-07
 LAMA5 	0.289098	1.36E-04
 LAMB1 	0.6856108	4.75E-06
 LAMB2 	0.0650953	6.57E-01
 LAMB3 	0.6545808	4.47E-04
 LAMB4 	-0.0137166	2.65E-02
 LAMC1 	0.8840415	8.84E-08
 LAMC2 	1.4438938	2.15E-08
 LAMC3 	-0.0760608	2.33E-04
 LAMP1 	0.5454012	5.25E-05
 LAMP2 	0.2688584	5.40E-02
 LAMP3 	0.2970027	2.04E-02
 LANCL1 	0.3928157	3.08E-03
 LANCL2 	0.5334364	2.06E-02
 LANCL3 	-0.0356747	1.85E-01
 LAP3 	0.358939	5.24E-05
 LAPTM4A 	0.4907209	2.88E-03
 LAPTM4B 	1.3246232	8.88E-09
 LAPTM5 	1.0664976	1.29E-04
 LARGE 	-0.2355647	1.88E-03
 LARP1 	0.2514772	5.80E-04
 LARP1B 	-0.1064418	1.16E-02
 LARP4 	0.2863867	2.37E-03
 LARP4B 	0.3528527	1.15E-02
 LARP6 	-0.2119588	2.56E-03
 LARP7 	0.1959614	4.54E-02
 LARS 	0.4779261	1.55E-06
 LARS2 	0.2109493	7.85E-05
 LAS1L 	0.3812044	7.47E-07
 LASP1 	0.328771	3.50E-03
 LASS2 	0.4166186	5.22E-03
 LASS3 	-0.0153532	2.10E-02
 LASS4 	-0.3212059	4.39E-03
 LASS5 	0.2971022	3.87E-06
 LASS6 	0.4637808	3.06E-03
 LAT 	0.0681421	3.98E-01
 LAT2 	0.0393876	2.56E-01
 LATS1 	0.1142123	1.77E-03
 LATS2 	0.0325735	4.97E-01
 LAX1 	-0.1086602	1.97E-01
 LAYN 	0.1083699	9.32E-05
 LBH 	0.6062489	3.62E-06
 LBP 	-0.0274244	7.62E-01
 LBR 	1.2959348	4.18E-09
 LBX1 	-0.0027068	9.19E-01
 LBX2 	-0.0531667	4.80E-02
 LCA10 	-0.0938396	4.82E-06
 LCA5 	0.0440072	1.24E-03
 LCA5L 	-0.0046998	4.69E-01
 LCAT 	-0.012456	7.43E-01
 LCE1B 	-0.0028237	8.35E-01
 LCE1D 	-0.0668686	5.90E-01
 LCE1E 	0.0119079	6.58E-01
 LCE1F 	-0.1791292	1.58E-02
 LCE2A 	-0.2009415	9.18E-03
 LCE2B 	0.0088562	7.76E-01
 LCE2D 	-0.021036	6.00E-01
 LCE3A 	-0.1888773	1.53E-02
 LCE3B 	0.2206166	2.27E-02
 LCE3C 	-0.0958511	5.89E-02
 LCE3D 	-0.0698786	3.18E-02
 LCE4A 	-0.0416876	5.09E-01
 LCE5A 	-0.0144108	8.85E-01
 LCK 	-0.003287	9.74E-01
 LCLAT1 	0.4362381	1.14E-07
 LCMT1 	0.2538876	5.35E-04
 LCMT2 	0.1450601	1.83E-03
 LCN10 	-0.0710002	5.21E-03
 LCN12 	-0.2562332	2.30E-02
 LCN15 	-0.0681875	2.61E-02
 LCN2 	0.5110914	3.96E-01
 LCN6 	-0.1442414	3.40E-04
 LCN8 	-0.0540434	4.71E-04
 LCN9 	-0.0331602	1.46E-02
 LCNL1 	-0.0639975	9.49E-03
 LCOR 	0.2882981	5.52E-05
 LCORL 	0.0667747	1.94E-01
 LCP1 	0.3998763	6.89E-02
 LCP2 	0.1884014	9.07E-02
 LCT 	-0.1111222	4.31E-01
 LCTL 	-0.0050201	4.24E-01
 LDB1 	0.0778973	4.08E-01
 LDB2 	-0.0867344	2.14E-01
 LDB3 	-0.0313328	2.29E-02
 LDHA 	1.4016893	4.83E-08
 LDHAL6A 	-0.0025533	8.79E-01
 LDHAL6B 	-0.0094776	6.52E-01
 LDHB 	-1.0967681	3.05E-03
 LDHC 	0.0001289	9.91E-01
 LDHD 	-0.3672383	3.77E-07
 LDLR 	0.5939087	9.23E-03
 LDLRAD3 	0.122011	7.99E-02
 LDLRAP1 	0.0709321	3.18E-01
 LDOC1 	-0.3404694	3.49E-04
 LDOC1L 	0.0749941	3.77E-02
 LEAP2 	0.0062289	9.45E-01
 LECT1 	-0.0100257	1.59E-01
 LECT2 	-0.0093632	4.39E-01
 LEF1 	0.4478814	1.41E-04
 LEFTY1 	0.3914511	1.03E-01
 LEFTY2 	-0.0133962	7.04E-01
 LEKR1 	0.0015277	8.26E-01
 LEMD1 	0.0952378	2.22E-01
 LEMD3 	0.0817294	1.72E-02
 LENEP 	-0.0079245	8.57E-01
 LENG1 	0.1399314	3.63E-03
 LENG8 	0.050285	7.04E-01
 LENG9 	-0.0223249	7.15E-01
 LEO1 	0.4773962	1.57E-06
 LEP 	-0.0211896	1.47E-01
 LEPR 	-0.4962954	7.85E-04
 LEPRE1 	0.3206986	1.44E-05
 LEPREL1 	-0.0856934	5.01E-01
 LEPREL2 	0.0183933	6.52E-01
 LEPREL4 	0.1542757	7.28E-03
 LEPROTL1 	0.6563619	2.18E-07
 LETM1 	0.1393062	6.60E-02
 LETM2 	0.0177596	1.61E-01
 LETMD1 	-0.0712894	5.47E-01
 LFNG 	0.451096	1.46E-04
 LGALS1 	1.4144518	5.03E-08
 LGALS12 	-0.0322179	6.65E-03
 LGALS13 	-0.0014784	8.57E-01
 LGALS14 	-0.0048964	6.24E-01
 LGALS17A 	-0.0074432	3.29E-01
 LGALS2 	0.5604353	7.25E-02
 LGALS3 	0.6488695	8.13E-05
 LGALS3BP 	0.247595	5.09E-02
 LGALS4 	1.4721761	8.19E-04
 LGALS8 	0.4052707	2.70E-08
 LGI1 	-0.0058969	4.32E-01
 LGI2 	0.0914266	7.60E-04
 LGI3 	-0.0244921	1.17E-01
 LGI4 	-0.0315408	6.67E-02
 LGMN 	0.9758928	6.06E-06
 LGR4 	0.4399541	1.44E-03
 LGR5 	0.4472877	2.51E-02
 LGR6 	0.3401715	7.19E-03
 LGSN 	0.0868976	9.32E-02
 LGTN 	0.1072364	1.91E-01
 LHB 	0.0318176	7.47E-01
 LHCGR 	-0.01028	1.49E-01
 LHFP 	0.2943398	4.88E-03
 LHFPL1 	0.0017311	8.38E-01
 LHFPL2 	0.368099	7.54E-06
 LHFPL3 	-0.0646148	2.64E-02
 LHFPL4 	-0.1179291	3.87E-03
 LHFPL5 	-0.0232874	5.12E-02
 LHPP 	-0.0727413	3.30E-01
 LHX1 	-0.0256328	1.42E-01
 LHX2 	-0.0519909	1.77E-03
 LHX3 	-0.1206582	6.69E-04
 LHX4 	-0.0436416	7.60E-04
 LHX5 	-0.2545438	1.32E-04
 LHX6 	-0.0467072	4.51E-02
 LHX8 	-0.0212864	1.35E-02
 LHX9 	-0.007654	6.07E-01
 LIAS 	0.0726727	1.37E-01
 LIF 	0.528068	2.17E-08
 LIFR 	-1.469014	5.00E-09
 LIG1 	0.3599993	1.18E-06
 LIG3 	0.2770509	6.84E-04
 LIG4 	0.1781152	4.59E-03
 LILRA1 	0.0120339	6.35E-01
 LILRA2 	0.0104062	5.70E-01
 LILRA4 	-0.0109251	6.45E-01
 LILRA5 	-0.0006313	9.55E-01
 LILRB1 	0.0198461	5.42E-01
 LILRB2 	0.0593962	2.44E-01
 LILRB3 	0.0245475	3.05E-02
 LILRB4 	0.385835	8.25E-06
 LILRB5 	-0.0083054	7.87E-01
 LILRP2 	-0.0802645	5.95E-05
 LIM2 	-0.0615533	1.94E-03
 LIMA1 	0.3118064	6.53E-02
 LIMCH1 	-0.1343638	3.88E-05
 LIMD1 	0.1804552	2.29E-03
 LIMD2 	-0.0424631	4.11E-01
 LIME1 	-0.0894981	1.90E-01
 LIMK1 	0.317901	2.37E-08
 LIMK2 	0.1231404	1.36E-01
 LIMS1 	0.5600702	1.61E-06
 LIMS2 	-0.0739887	3.81E-02
 LIN28A 	0.0150612	4.58E-01
 LIN28B 	0.0106597	5.32E-01
 LIN37 	0.5089092	4.65E-09
 LIN54 	0.1203837	7.12E-04
 LIN7A 	0.0043732	7.02E-01
 LIN7B 	0.0218955	6.23E-01
 LIN7C 	0.3265596	1.58E-04
 LIN9 	0.1433922	5.00E-06
 LINGO1 	-0.0241631	5.61E-02
 LINGO2 	-0.0908953	1.31E-06
 LINGO4 	-0.098165	4.76E-02
 LINS 	0.1208333	1.36E-03
 LIPA 	0.8257532	2.09E-05
 LIPC 	0.0621635	1.32E-01
 LIPE 	0.033016	3.31E-01
 LIPF 	-5.7768486	6.08E-14
 LIPG 	0.7659994	1.80E-05
 LIPH 	0.0803787	7.78E-01
 LIPI 	-0.0105438	5.10E-02
 LIPT1 	0.1116699	2.00E-02
 LITAF 	0.4680549	9.12E-05
 LIX1 	-0.0165892	6.22E-02
 LIX1L 	0.0450879	4.87E-01
 LLGL1 	0.14862	1.16E-03
 LLGL2 	0.3559923	4.72E-03
 LLPH 	0.3391665	6.16E-03
 LMAN1 	-0.4479216	2.95E-03
 LMAN1L 	-0.0443782	1.48E-03
 LMAN2 	0.28722	1.70E-02
 LMAN2L 	0.3005596	4.61E-06
 LMBR1 	0.3375794	5.21E-03
 LMBR1L 	0.147366	4.91E-03
 LMBRD1 	0.2785561	2.84E-02
 LMCD1 	0.1898234	9.91E-02
 LMF1 	-0.2519965	5.06E-04
 LMF2 	0.2599402	2.50E-03
 LMLN 	0.0416654	6.77E-02
 LMNA 	0.8292695	7.96E-08
 LMNB1 	0.8336782	2.60E-06
 LMNB2 	0.4624448	1.06E-07
 LMO1 	-0.0093503	4.86E-01
 LMO2 	-0.0660721	3.60E-03
 LMO3 	0.0949221	9.47E-02
 LMO4 	-0.059885	7.52E-01
 LMO7 	0.5673924	2.76E-03
 LMOD1 	-0.105338	1.78E-01
 LMOD3 	-0.0062611	4.34E-01
 LMTK2 	0.2458473	3.71E-03
 LMX1A 	-0.0178067	1.16E-01
 LMX1B 	-0.059399	5.95E-03
 LNPEP 	-0.1833771	2.95E-04
 LNX1 	-0.1708913	6.75E-02
 LNX2 	0.367402	6.69E-03
 LOC100127886 	0.0049815	5.69E-01
 LOC100127951 	0.0011802	9.27E-01
 LOC100128185 	-0.0184586	1.14E-01
 LOC100128252 	0.0780378	2.83E-01
 LOC100128356 	-0.1334338	2.78E-03
 LOC100128508 	0.018216	3.71E-01
 LOC100128644 	-0.0703528	4.69E-02
 LOC100128751 	-0.0191959	3.01E-01
 LOC100128816 	0.0504424	4.27E-01
 LOC100128818 	-0.02329	6.30E-02
 LOC100128922 	-0.011774	3.17E-01
 LOC100129033 	-0.0172662	1.97E-01
 LOC100129066 	-0.0172392	3.39E-02
 LOC100129503 	-0.0512378	1.05E-01
 LOC100129534 	-0.037195	7.14E-03
 LOC100129726 	0.0300644	1.14E-01
 LOC100129827 	-0.0881801	4.36E-03
 LOC100129831 	-0.065086	3.75E-02
 LOC100129890 	-0.0233658	9.99E-02
 LOC100130071 	-0.3675724	9.98E-05
 LOC100130093 	0.0642565	3.97E-01
 LOC100130232 	-0.0132313	2.27E-01
 LOC100130428 	0.0041496	9.39E-01
 LOC100130691 	0.0019537	9.15E-01
 LOC100130916 	-0.0348432	1.66E-01
 LOC100130950 	0.0096816	6.00E-01
 LOC100131131 	-0.0180112	1.55E-01
 LOC100131217 	-0.0415305	8.47E-02
 LOC100131373 	-0.047191	1.22E-01
 LOC100131492 	0.0072616	8.30E-01
 LOC100131541 	0.0320964	6.04E-01
 LOC100131726 	-0.0345885	4.54E-03
 LOC100131796 	0.0021125	8.15E-01
 LOC100131826 	0.037341	8.14E-02
 LOC100131943 	-0.010836	2.34E-01
 LOC100132099 	0.0114492	7.22E-01
 LOC100132167 	-0.0056207	5.72E-01
 LOC100132319 	0.0056652	8.58E-01
 LOC100132356 	0.009924	6.88E-01
 LOC100132686 	-0.0112132	2.87E-01
 LOC100133106 	-0.0477128	3.79E-02
 LOC100133299 	0.0016852	9.53E-01
 LOC100134868 	-0.0126742	7.43E-01
 LOC100287290 	0.064716	1.20E-03
 LOC100288525 	-0.0525841	1.04E-01
 LOC100288797 	-0.0401043	2.04E-01
 LOC100293553 	-0.0271865	5.80E-02
 LOC100499221 	0.0040963	8.11E-01
 LOC100499227 	-0.0081082	4.88E-01
 LOC100505593 	-0.002559	7.29E-01
 LOC100506571 	0.0027011	8.76E-01
 LOC100506975 	-0.0510033	5.50E-04
 LOC100507630 	-0.0327859	7.08E-02
 LOC100510059 	0.1594314	5.12E-01
 LOC142937 	0.0296884	3.22E-01
 LOC146336 	-0.0936023	2.50E-02
 LOC147727 	0.2453799	3.25E-02
 LOC149134 	-0.0193358	9.49E-02
 LOC150197 	-0.0381491	3.30E-01
 LOC150381 	0.1012989	6.60E-03
 LOC150622 	-0.246149	3.23E-07
 LOC151009 	0.328231	1.18E-03
 LOC151534 	0.0737147	3.60E-01
 LOC152217 	0.3733208	9.52E-05
 LOC153684 	-0.0052057	7.96E-01
 LOC157273 	-0.0126012	4.43E-01
 LOC157740 	-0.0431323	1.33E-02
 LOC158435 	-0.0175733	3.96E-02
 LOC158696 	0.0009134	9.45E-01
 LOC200261 	-0.0082856	6.07E-01
 LOC25845 	-1.3685708	6.48E-05
 LOC283174 	0.0400196	1.17E-01
 LOC283314 	0.0205171	5.36E-01
 LOC283588 	-0.0165389	2.80E-01
 LOC284757 	-0.012913	5.38E-02
 LOC284837 	-0.0113732	5.00E-01
 LOC284861 	0.0148275	6.23E-01
 LOC285456 	-0.0299654	2.81E-03
 LOC285696 	-0.0076054	4.29E-01
 LOC285902 	-0.0190911	4.47E-01
 LOC286161 	0.0115578	8.45E-01
 LOC286359 	-0.0315105	6.29E-02
 LOC286367 	-0.032085	1.63E-01
 LOC338799 	-0.025329	4.79E-01
 LOC339524 	-0.0237345	8.26E-02
 LOC339803 	0.0274566	2.13E-01
 LOC348840 	0.0052424	5.34E-01
 LOC388387 	-0.1682456	9.33E-04
 LOC388428 	-0.035686	2.68E-02
 LOC389458 	-0.1662574	2.90E-02
 LOC400940 	-0.0547284	1.89E-04
 LOC401109 	-0.0128321	2.40E-01
 LOC401127 	0.0663718	3.29E-04
 LOC404266 	-0.0425861	1.49E-01
 LOC439914 	-0.0000132	9.99E-01
 LOC439938 	-0.0215548	1.48E-01
 LOC440173 	0.0546898	2.75E-02
 LOC440461 	-0.1586621	5.28E-06
 LOC441046 	-0.1399704	2.60E-05
 LOC441601 	-0.0205857	8.22E-02
 LOC442454 	0.0167308	2.42E-01
 LOC445341 	-0.0058369	6.84E-01
 LOC51145 	-0.0425863	9.05E-04
 LOC554206 	0.0202418	4.09E-01
 LOC554207 	-0.0207829	1.02E-01
 LOC554223 	0.0004398	9.85E-01
 LOC57399 	-0.0032798	8.17E-01
 LOC641298 	0.0782797	3.21E-02
 LOC642864 	-0.014789	7.35E-02
 LOC643008 	-0.2769437	9.27E-04
 LOC643797 	-0.0918199	6.25E-03
 LOC645261 	-0.0138118	1.78E-01
 LOC646513 	0.0326625	1.41E-01
 LOC646982 	-0.0024136	7.30E-01
 LOC654433 	0.4140651	1.91E-03
 LOC728175 	-0.0436724	4.42E-02
 LOC728437 	-0.0132209	1.47E-01
 LOC728558 	0.2779818	1.14E-04
 LOC79015 	-0.0120664	5.08E-01
 LOC80054 	0.2477198	1.01E-02
 LOC84856 	-0.0152773	7.12E-01
